Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#loc+area,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,current,2024-11-01,2025-03-31,3,168087,0.15
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,current,2024-11-01,2025-03-31,4,56029,0.05
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,current,2024-11-01,2025-03-31,5,0,0
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,first projection,2025-04-01,2025-07-31,all,1120579,1.0
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,first projection,2025-04-01,2025-07-31,3+,168087,0.15
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,first projection,2025-04-01,2025-07-31,1,560290,0.5
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,first projection,2025-04-01,2025-07-31,2,392203,0.35
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,first projection,2025-04-01,2025-07-31,3,168087,0.15
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,first projection,2025-04-01,2025-07-31,4,0,0
Nov 2024,PAK,241490000,SINDH,Qambar Shahdadkot,first projection,2025-04-01,2025-07-31,5,0,0
